Date,Year,Day,Month,GroundName,Cost,TotalCustomers
28,2016,Monday,July,Ground2,1770,29
29,2016,Monday,July,Ground2,1370,20
30,2016,Thursday,July,Ground2,1450,25
1,2016,Monday,August,Ground2,295,6
2,2016,Thursday,August,Ground2,280,4
3,2016,Wednesday,August,Ground2,0,1
4,2016,Saturday,August,Ground2,390,7
5,2016,Wednesday,August,Ground2,0,0
6,2016,Tuesday,August,Ground2,180,3
7,2016,Monday,August,Ground2,440,8
8,2016,Monday,August,Ground2,280,5
9,2016,Tuesday,August,Ground2,440,6
10,2016,Tuesday,August,Ground2,155,3
11,2016,Tuesday,August,Ground2,215,5
12,2016,Sunday,August,Ground2,540,9
13,2016,Sunday,August,Ground2,370,7
14,2016,Monday,August,Ground2,310,6
15,2016,Saturday,August,Ground2,280,5
16,2016,Tuesday,August,Ground2,405,7
17,2016,Friday,August,Ground2,70,2
18,2016,Friday,August,Ground2,495,9
19,2016,Saturday,August,Ground2,495,7
20,2016,Tuesday,August,Ground2,135,3
21,2016,Monday,August,Ground2,450,7
22,2016,Sunday,August,Ground2,465,8
23,2016,Monday,August,Ground2,70,2
24,2016,Thursday,August,Ground2,195,5
25,2016,Wednesday,August,Ground2,250,5
26,2016,Sunday,August,Ground2,235,4
27,2016,Friday,August,Ground2,210,4
28,2016,Monday,August,Ground2,470,7
29,2016,Sunday,August,Ground2,575,8
30,2016,Monday,August,Ground2,190,3
1,2016,Tuesday,September,Ground2,275,5
2,2016,Tuesday,September,Ground2,0,0
3,2016,Saturday,September,Ground2,420,7
4,2016,Thursday,September,Ground2,240,4
5,2016,Tuesday,September,Ground2,170,4
6,2016,Friday,September,Ground2,245,5
7,2016,Monday,September,Ground2,0,1
8,2016,Friday,September,Ground2,230,5
9,2016,Tuesday,September,Ground2,50,2
10,2016,Thursday,September,Ground2,140,3
11,2016,Tuesday,September,Ground2,245,4
12,2016,Tuesday,September,Ground2,0,0
13,2016,Friday,September,Ground2,160,4
14,2016,Monday,September,Ground2,210,4
15,2016,Thursday,September,Ground2,200,4
16,2016,Sunday,September,Ground2,300,6
17,2016,Tuesday,September,Ground2,205,4
18,2016,Saturday,September,Ground2,405,6
19,2016,Friday,September,Ground2,455,8
20,2016,Monday,September,Ground2,100,2
21,2016,Monday,September,Ground2,350,5
22,2016,Friday,September,Ground2,495,7
23,2016,Saturday,September,Ground2,530,8
24,2016,Monday,September,Ground2,105,3
25,2016,Tuesday,September,Ground2,0,1
26,2016,Thursday,September,Ground2,90,2
27,2016,Sunday,September,Ground2,240,5
28,2016,Monday,September,Ground2,135,3
29,2016,Wednesday,September,Ground2,190,4
30,2016,Sunday,September,Ground2,270,5
1,2016,Wednesday,October,Ground2,930,14
2,2016,Saturday,October,Ground2,570,9
3,2016,Thursday,October,Ground2,625,10
4,2016,Tuesday,October,Ground2,795,10
5,2016,Thursday,October,Ground2,900,13
6,2016,Wednesday,October,Ground2,630,11
7,2016,Monday,October,Ground2,710,11
8,2016,Thursday,October,Ground2,760,11
9,2016,Sunday,October,Ground2,1240,17
10,2016,Sunday,October,Ground2,640,10
11,2016,Tuesday,October,Ground2,590,10
12,2016,Thursday,October,Ground2,650,10
13,2016,Saturday,October,Ground2,700,12
14,2016,Monday,October,Ground2,690,10
15,2016,Wednesday,October,Ground2,795,13
16,2016,Thursday,October,Ground2,765,11
17,2016,Wednesday,October,Ground2,950,15
18,2016,Monday,October,Ground2,625,12
19,2016,Sunday,October,Ground2,1015,17
20,2016,Saturday,October,Ground2,660,11
21,2016,Monday,October,Ground2,635,10
22,2016,Wednesday,October,Ground2,510,9
23,2016,Wednesday,October,Ground2,875,16
24,2016,Thursday,October,Ground2,720,13
25,2016,Sunday,October,Ground2,780,13
26,2016,Friday,October,Ground2,680,10
27,2016,Saturday,October,Ground2,790,11
28,2016,Monday,October,Ground2,660,10
29,2016,Wednesday,October,Ground2,780,13
30,2016,Thursday,October,Ground2,1005,15
1,2016,Thursday,November,Ground2,860,12
2,2016,Tuesday,November,Ground2,445,9
3,2016,Thursday,November,Ground2,1045,16
4,2016,Friday,November,Ground2,880,13
5,2016,Friday,November,Ground2,820,13
6,2016,Wednesday,November,Ground2,970,16
7,2016,Monday,November,Ground2,1025,16
8,2016,Tuesday,November,Ground2,780,13
9,2016,Thursday,November,Ground2,680,12
10,2016,Saturday,November,Ground2,525,10
11,2016,Tuesday,November,Ground2,520,8
12,2016,Monday,November,Ground2,745,12
13,2016,Thursday,November,Ground2,410,8
14,2016,Monday,November,Ground2,1015,15
15,2016,Monday,November,Ground2,590,10
16,2016,Friday,November,Ground2,365,6
17,2016,Tuesday,November,Ground2,955,13
18,2016,Sunday,November,Ground2,1125,15
19,2016,Monday,November,Ground2,490,8
20,2016,Monday,November,Ground2,740,10
21,2016,Monday,November,Ground2,485,7
22,2016,Sunday,November,Ground2,1030,16
23,2016,Wednesday,November,Ground2,525,9
24,2016,Thursday,November,Ground2,560,10
25,2016,Tuesday,November,Ground2,490,8
26,2016,Monday,November,Ground2,640,9
27,2016,Sunday,November,Ground2,1115,17
28,2016,Monday,November,Ground2,730,11
29,2016,Thursday,November,Ground2,835,13
30,2016,Thursday,November,Ground2,930,14
1,2016,Friday,December,Ground2,600,9
2,2016,Wednesday,December,Ground2,400,8
3,2016,Monday,December,Ground2,515,8
4,2016,Monday,December,Ground2,335,6
5,2016,Friday,December,Ground2,345,7
6,2016,Tuesday,December,Ground2,630,9
7,2016,Monday,December,Ground2,535,10
8,2016,Wednesday,December,Ground2,485,9
9,2016,Wednesday,December,Ground2,725,11
10,2016,Wednesday,December,Ground2,785,12
11,2016,Wednesday,December,Ground2,420,7
12,2016,Wednesday,December,Ground2,305,6
13,2016,Wednesday,December,Ground2,585,9
14,2016,Monday,December,Ground2,1065,15
15,2016,Monday,December,Ground2,1075,15
16,2016,Monday,December,Ground2,375,6
17,2016,Tuesday,December,Ground2,515,10
18,2016,Tuesday,December,Ground2,455,8
19,2016,Monday,December,Ground2,390,6
20,2016,Wednesday,December,Ground2,1025,14
21,2016,Monday,December,Ground2,725,10
22,2016,Wednesday,December,Ground2,675,12
23,2016,Tuesday,December,Ground2,945,15
24,2016,Monday,December,Ground2,925,14
25,2016,Thursday,December,Ground2,920,14
26,2016,Wednesday,December,Ground2,780,13
27,2016,Wednesday,December,Ground2,930,14
28,2016,Monday,December,Ground2,630,9
29,2016,Tuesday,December,Ground2,920,13
30,2016,Thursday,December,Ground2,490,8
1,2016,Monday,January,Ground3,535,9
2,2016,Wednesday,January,Ground3,580,10
3,2016,Sunday,January,Ground3,1015,15
4,2016,Monday,January,Ground3,775,13
5,2016,Friday,January,Ground3,685,12
6,2016,Thursday,January,Ground3,430,8
7,2016,Monday,January,Ground3,615,12
8,2016,Friday,January,Ground3,605,9
9,2016,Wednesday,January,Ground3,405,6
10,2016,Tuesday,January,Ground3,1070,16
11,2016,Friday,January,Ground3,850,14
12,2016,Wednesday,January,Ground3,1110,15
13,2016,Monday,January,Ground3,645,12
14,2016,Monday,January,Ground3,500,8
15,2016,Monday,January,Ground3,460,7
16,2016,Saturday,January,Ground3,1165,17
17,2016,Sunday,January,Ground3,950,15
18,2016,Monday,January,Ground3,810,12
19,2016,Sunday,January,Ground3,870,15
20,2016,Monday,January,Ground3,475,8
21,2016,Monday,January,Ground3,725,12
22,2016,Friday,January,Ground3,1010,14
23,2016,Saturday,January,Ground3,1130,16
24,2016,Thursday,January,Ground3,685,10
25,2016,Tuesday,January,Ground3,705,11
26,2016,Tuesday,January,Ground3,455,7
27,2016,Tuesday,January,Ground3,435,9
28,2016,Monday,January,Ground3,860,14
29,2016,Sunday,January,Ground3,975,14
30,2016,Saturday,January,Ground3,600,9
1,2016,Tuesday,February,Ground3,1285,20
2,2016,Thursday,February,Ground3,1180,19
3,2016,Saturday,February,Ground3,1040,19
4,2016,Wednesday,February,Ground3,1150,18
5,2016,Tuesday,February,Ground3,1050,18
6,2016,Friday,February,Ground3,1270,20
7,2016,Monday,February,Ground3,830,16
8,2016,Tuesday,February,Ground3,940,15
9,2016,Monday,February,Ground3,1095,17
10,2016,Sunday,February,Ground3,1060,18
11,2016,Saturday,February,Ground3,1310,19
12,2016,Sunday,February,Ground3,1325,22
13,2016,Monday,February,Ground3,1145,17
14,2016,Monday,February,Ground3,950,15
15,2016,Monday,February,Ground3,1035,16
16,2016,Wednesday,February,Ground3,1395,21
17,2016,Friday,February,Ground3,1070,16
18,2016,Friday,February,Ground3,1230,17
19,2016,Thursday,February,Ground3,1020,18
20,2016,Friday,February,Ground3,1075,17
21,2016,Monday,February,Ground3,1040,19
22,2016,Friday,February,Ground3,1140,21
23,2016,Saturday,February,Ground3,1325,21
24,2016,Friday,February,Ground3,995,16
25,2016,Friday,February,Ground3,1285,19
26,2016,Sunday,February,Ground3,1550,23
27,2016,Sunday,February,Ground3,895,16
28,2016,Monday,February,Ground3,1215,19
29,2016,Friday,February,Ground3,950,14
30,2016,Saturday,February,Ground3,1295,19
1,2016,Wednesday,March,Ground3,1370,20
2,2016,Thursday,March,Ground3,1405,21
3,2016,Friday,March,Ground3,1165,19
4,2016,Wednesday,March,Ground3,1135,16
5,2016,Saturday,March,Ground3,1305,18
6,2016,Friday,March,Ground3,1285,18
7,2016,Monday,March,Ground3,835,14
8,2016,Sunday,March,Ground3,1315,19
9,2016,Tuesday,March,Ground3,805,14
10,2016,Friday,March,Ground3,980,16
11,2016,Friday,March,Ground3,1145,17
12,2016,Thursday,March,Ground3,995,15
13,2016,Monday,March,Ground3,1015,17
14,2016,Monday,March,Ground3,1380,20
15,2016,Saturday,March,Ground3,1055,16
16,2016,Wednesday,March,Ground3,1365,20
17,2016,Tuesday,March,Ground3,1230,20
18,2016,Sunday,March,Ground3,1790,25
19,2016,Tuesday,March,Ground3,755,14
20,2016,Tuesday,March,Ground3,1200,18
21,2016,Monday,March,Ground3,1185,18
22,2016,Thursday,March,Ground3,1180,16
23,2016,Wednesday,March,Ground3,1110,17
24,2016,Sunday,March,Ground3,835,15
25,2016,Monday,March,Ground3,1255,20
26,2016,Friday,March,Ground3,850,16
27,2016,Sunday,March,Ground3,1345,21
28,2016,Monday,March,Ground3,1160,16
29,2016,Tuesday,March,Ground3,955,15
30,2016,Monday,March,Ground3,1305,19
1,2016,Thursday,April,Ground3,1985,31
2,2016,Friday,April,Ground3,1700,27
3,2016,Tuesday,April,Ground3,1640,22
4,2016,Monday,April,Ground3,1740,25
5,2016,Tuesday,April,Ground3,1945,31
6,2016,Saturday,April,Ground3,1585,25
7,2016,Monday,April,Ground3,1430,23
8,2016,Tuesday,April,Ground3,1840,27
9,2016,Thursday,April,Ground3,1850,25
10,2016,Wednesday,April,Ground3,1300,21
11,2016,Thursday,April,Ground3,1185,20
12,2016,Friday,April,Ground3,1950,29
13,2016,Monday,April,Ground3,1785,27
14,2016,Monday,April,Ground3,1465,21
15,2016,Sunday,April,Ground3,1650,25
16,2016,Sunday,April,Ground3,1580,27
17,2016,Tuesday,April,Ground3,1950,29
18,2016,Monday,April,Ground3,1970,29
19,2016,Monday,April,Ground3,1850,28
20,2016,Tuesday,April,Ground3,1500,24
21,2016,Monday,April,Ground3,1770,29
22,2016,Monday,April,Ground3,1445,23
23,2016,Wednesday,April,Ground3,1770,26
24,2016,Saturday,April,Ground3,1855,30
25,2016,Friday,April,Ground3,1120,18
26,2016,Tuesday,April,Ground3,2120,28
27,2016,Tuesday,April,Ground3,1125,18
28,2016,Monday,April,Ground3,1685,27
29,2016,Saturday,April,Ground3,2480,34
30,2016,Thursday,April,Ground3,1430,22
1,2016,Friday,May,Ground3,2040,32
2,2016,Sunday,May,Ground3,1515,25
3,2016,Wednesday,May,Ground3,1525,23
4,2016,Friday,May,Ground3,1920,28
5,2016,Wednesday,May,Ground3,1475,24
6,2016,Saturday,May,Ground3,1775,26
7,2016,Monday,May,Ground3,1755,27
8,2016,Saturday,May,Ground3,2015,29
9,2016,Monday,May,Ground3,1735,26
10,2016,Saturday,May,Ground3,1620,25
11,2016,Saturday,May,Ground3,1765,27
12,2016,Friday,May,Ground3,1665,24
13,2016,Saturday,May,Ground3,1550,25
14,2016,Monday,May,Ground3,1535,21
15,2016,Sunday,May,Ground3,1695,24
16,2016,Friday,May,Ground3,1185,18
17,2016,Wednesday,May,Ground3,1275,21
18,2016,Thursday,May,Ground3,1690,28
19,2016,Wednesday,May,Ground3,1910,29
20,2016,Monday,May,Ground3,1105,19
21,2016,Monday,May,Ground3,1105,18
22,2016,Thursday,May,Ground3,1175,20
23,2016,Thursday,May,Ground3,1055,19
24,2016,Saturday,May,Ground3,1845,26
25,2016,Wednesday,May,Ground3,1550,23
26,2016,Saturday,May,Ground3,2120,31
27,2016,Saturday,May,Ground3,1480,21
28,2016,Monday,May,Ground3,1595,23
29,2016,Tuesday,May,Ground3,1810,27
30,2016,Thursday,May,Ground3,1485,24
1,2016,Saturday,June,Ground3,1330,21
2,2016,Saturday,June,Ground3,2135,31
3,2016,Sunday,June,Ground3,1925,29
4,2016,Monday,June,Ground3,1950,30
5,2016,Saturday,June,Ground3,1435,21
6,2016,Tuesday,June,Ground3,1815,28
7,2016,Monday,June,Ground3,1385,23
8,2016,Tuesday,June,Ground3,1520,23
9,2016,Wednesday,June,Ground3,1675,29
10,2016,Monday,June,Ground3,1390,21
11,2016,Thursday,June,Ground3,1325,20
12,2016,Friday,June,Ground3,1615,27
13,2016,Wednesday,June,Ground3,1615,24
14,2016,Monday,June,Ground3,1470,20
15,2016,Saturday,June,Ground3,1555,25
16,2016,Sunday,June,Ground3,1770,25
17,2016,Wednesday,June,Ground3,1630,25
18,2016,Saturday,June,Ground3,1420,22
19,2016,Monday,June,Ground3,2240,30
20,2016,Sunday,June,Ground3,1960,30
21,2016,Monday,June,Ground3,1845,29
22,2016,Monday,June,Ground3,1380,22
23,2016,Monday,June,Ground3,1465,24
24,2016,Sunday,June,Ground3,2220,32
25,2016,Saturday,June,Ground3,1755,27
26,2016,Friday,June,Ground3,1715,25
27,2016,Friday,June,Ground3,1790,28
28,2016,Monday,June,Ground3,1615,26
29,2016,Friday,June,Ground3,1320,22
30,2016,Monday,June,Ground3,1500,22
1,2016,Sunday,July,Ground3,2195,32
2,2016,Sunday,July,Ground3,2135,34
3,2016,Tuesday,July,Ground3,1450,21
4,2016,Thursday,July,Ground3,1930,28
5,2016,Wednesday,July,Ground3,1755,27
6,2016,Wednesday,July,Ground3,1795,27
7,2016,Monday,July,Ground3,1370,22
8,2016,Monday,July,Ground3,2025,26
9,2016,Tuesday,July,Ground3,1545,24
10,2016,Sunday,July,Ground3,1535,25
11,2016,Saturday,July,Ground3,1750,28
12,2016,Wednesday,July,Ground3,1410,21
13,2016,Tuesday,July,Ground3,1610,24
14,2016,Monday,July,Ground3,1765,28
15,2016,Sunday,July,Ground3,2070,31
16,2016,Friday,July,Ground3,1415,23
17,2016,Thursday,July,Ground3,1370,22
18,2016,Monday,July,Ground3,1845,29
19,2016,Monday,July,Ground3,1590,25
20,2016,Friday,July,Ground3,1665,26
21,2016,Monday,July,Ground3,1615,25
22,2016,Thursday,July,Ground3,1630,26
23,2016,Tuesday,July,Ground3,1730,26
24,2016,Saturday,July,Ground3,1935,27
25,2016,Sunday,July,Ground3,1645,24
26,2016,Thursday,July,Ground3,1595,28
27,2016,Tuesday,July,Ground3,1735,29
28,2016,Monday,July,Ground3,1750,27
29,2016,Saturday,July,Ground3,2005,29
30,2016,Monday,July,Ground3,1620,24
1,2016,Monday,August,Ground3,0,1
2,2016,Monday,August,Ground3,355,6
3,2016,Tuesday,August,Ground3,285,6
4,2016,Sunday,August,Ground3,150,4
5,2016,Tuesday,August,Ground3,0,1
6,2016,Friday,August,Ground3,0,1
7,2016,Monday,August,Ground3,320,6
8,2016,Saturday,August,Ground3,170,4
9,2016,Sunday,August,Ground3,145,3
10,2016,Sunday,August,Ground3,560,9
11,2016,Friday,August,Ground3,120,3
12,2016,Thursday,August,Ground3,70,2
13,2016,Sunday,August,Ground3,485,7
14,2016,Monday,August,Ground3,55,2
15,2016,Tuesday,August,Ground3,100,3
16,2016,Friday,August,Ground3,0,0
17,2016,Sunday,August,Ground3,425,6
18,2016,Sunday,August,Ground3,335,6
19,2016,Friday,August,Ground3,385,6
20,2016,Wednesday,August,Ground3,135,3
21,2016,Monday,August,Ground3,205,4
22,2016,Thursday,August,Ground3,0,1
23,2016,Sunday,August,Ground3,460,8
24,2016,Monday,August,Ground3,145,4
25,2016,Saturday,August,Ground3,425,6
26,2016,Friday,August,Ground3,325,5
27,2016,Thursday,August,Ground3,450,8
28,2016,Monday,August,Ground3,440,7
29,2016,Sunday,August,Ground3,455,7
30,2016,Saturday,August,Ground3,755,11
1,2016,Tuesday,September,Ground3,520,9
2,2016,Wednesday,September,Ground3,280,5
3,2016,Saturday,September,Ground3,220,5
4,2016,Wednesday,September,Ground3,380,7
5,2016,Wednesday,September,Ground3,55,2
6,2016,Sunday,September,Ground3,325,6
7,2016,Monday,September,Ground3,150,3
8,2016,Wednesday,September,Ground3,385,8
9,2016,Monday,September,Ground3,310,5
10,2016,Saturday,September,Ground3,460,6
11,2016,Sunday,September,Ground3,295,5
12,2016,Sunday,September,Ground3,680,9
13,2016,Sunday,September,Ground3,350,7
14,2016,Monday,September,Ground3,220,5
15,2016,Friday,September,Ground3,90,2
16,2016,Wednesday,September,Ground3,225,4
17,2016,Wednesday,September,Ground3,480,8
18,2016,Monday,September,Ground3,400,5
19,2016,Sunday,September,Ground3,535,8
20,2016,Monday,September,Ground3,150,4
21,2016,Monday,September,Ground3,395,8
22,2016,Monday,September,Ground3,420,6
23,2016,Thursday,September,Ground3,280,4
24,2016,Wednesday,September,Ground3,335,6
25,2016,Sunday,September,Ground3,250,5
26,2016,Sunday,September,Ground3,280,5
27,2016,Thursday,September,Ground3,0,0
28,2016,Monday,September,Ground3,360,8
29,2016,Monday,September,Ground3,345,6
30,2016,Thursday,September,Ground3,145,3
1,2016,Wednesday,October,Ground3,940,14
2,2016,Saturday,October,Ground3,490,8
3,2016,Monday,October,Ground3,585,9
4,2016,Friday,October,Ground3,525,10
5,2016,Thursday,October,Ground3,605,8
6,2016,Monday,October,Ground3,795,12
7,2016,Monday,October,Ground3,415,7
8,2016,Sunday,October,Ground3,1170,18
9,2016,Sunday,October,Ground3,790,13
10,2016,Tuesday,October,Ground3,700,10
11,2016,Tuesday,October,Ground3,555,9
12,2016,Saturday,October,Ground3,885,12
13,2016,Thursday,October,Ground3,735,13
14,2016,Monday,October,Ground3,385,7
15,2016,Sunday,October,Ground3,1190,17
16,2016,Friday,October,Ground3,425,8
17,2016,Monday,October,Ground3,580,10
18,2016,Tuesday,October,Ground3,715,12
19,2016,Sunday,October,Ground3,915,15
20,2016,Monday,October,Ground3,775,12
21,2016,Monday,October,Ground3,895,15
22,2016,Monday,October,Ground3,495,9
23,2016,Wednesday,October,Ground3,865,13
24,2016,Tuesday,October,Ground3,530,9
25,2016,Friday,October,Ground3,620,13
26,2016,Friday,October,Ground3,575,10
27,2016,Saturday,October,Ground3,350,7
28,2016,Monday,October,Ground3,685,11
29,2016,Thursday,October,Ground3,515,9
30,2016,Wednesday,October,Ground3,665,9
1,2016,Thursday,November,Ground3,500,9
2,2016,Wednesday,November,Ground3,620,11
3,2016,Wednesday,November,Ground3,940,15
4,2016,Monday,November,Ground3,955,13
5,2016,Friday,November,Ground3,625,12
6,2016,Thursday,November,Ground3,525,9
7,2016,Monday,November,Ground3,630,12
8,2016,Friday,November,Ground3,850,13
9,2016,Thursday,November,Ground3,675,13
10,2016,Tuesday,November,Ground3,810,13
11,2016,Sunday,November,Ground3,585,10
12,2016,Thursday,November,Ground3,720,11
13,2016,Friday,November,Ground3,500,8
14,2016,Monday,November,Ground3,600,9
15,2016,Tuesday,November,Ground3,900,13
16,2016,Thursday,November,Ground3,620,10
17,2016,Sunday,November,Ground3,1055,16
18,2016,Friday,November,Ground3,510,8
19,2016,Monday,November,Ground3,620,10
20,2016,Saturday,November,Ground3,1050,17
21,2016,Monday,November,Ground3,395,8
22,2016,Monday,November,Ground3,970,15
23,2016,Monday,November,Ground3,450,8
24,2016,Monday,November,Ground3,640,9
25,2016,Friday,November,Ground3,800,12
26,2016,Sunday,November,Ground3,680,12
27,2016,Thursday,November,Ground3,845,12
28,2016,Monday,November,Ground3,925,14
29,2016,Sunday,November,Ground3,990,15
30,2016,Monday,November,Ground3,680,11
1,2016,Friday,December,Ground3,570,10
2,2016,Friday,December,Ground3,410,7
3,2016,Friday,December,Ground3,625,12
4,2016,Wednesday,December,Ground3,930,15
5,2016,Monday,December,Ground3,785,12
6,2016,Thursday,December,Ground3,645,10
7,2016,Monday,December,Ground3,475,9
8,2016,Tuesday,December,Ground3,465,9
9,2016,Wednesday,December,Ground3,575,8
10,2016,Monday,December,Ground3,705,11
11,2016,Saturday,December,Ground3,995,16
12,2016,Saturday,December,Ground3,650,11
13,2016,Friday,December,Ground3,375,6
14,2016,Monday,December,Ground3,950,13
15,2016,Saturday,December,Ground3,1085,16
16,2016,Wednesday,December,Ground3,465,8
17,2016,Monday,December,Ground3,545,10
18,2016,Tuesday,December,Ground3,415,7
19,2016,Wednesday,December,Ground3,1130,16
20,2016,Sunday,December,Ground3,760,11
21,2016,Monday,December,Ground3,385,7
22,2016,Sunday,December,Ground3,650,11
23,2016,Sunday,December,Ground3,795,12
24,2016,Saturday,December,Ground3,795,12
25,2016,Wednesday,December,Ground3,850,12
26,2016,Sunday,December,Ground3,1090,18
27,2016,Friday,December,Ground3,785,11
28,2016,Monday,December,Ground3,805,12
29,2016,Friday,December,Ground3,470,9
30,2016,Wednesday,December,Ground3,870,12
1,2016,Monday,January,Ground4,610,10
2,2016,Friday,January,Ground4,535,9
3,2016,Thursday,January,Ground4,975,14
4,2016,Thursday,January,Ground4,550,11
5,2016,Tuesday,January,Ground4,710,12
6,2016,Thursday,January,Ground4,425,7
7,2016,Monday,January,Ground4,715,12
8,2016,Friday,January,Ground4,1050,15
9,2016,Monday,January,Ground4,920,14
10,2016,Friday,January,Ground4,390,8
11,2016,Monday,January,Ground4,770,13
12,2016,Friday,January,Ground4,575,9
13,2016,Sunday,January,Ground4,945,14
14,2016,Monday,January,Ground4,690,12
15,2016,Friday,January,Ground4,910,14
16,2016,Saturday,January,Ground4,790,12
17,2016,Saturday,January,Ground4,735,11
18,2016,Saturday,January,Ground4,895,15
19,2016,Monday,January,Ground4,600,10
20,2016,Saturday,January,Ground4,575,9
21,2016,Monday,January,Ground4,895,13
22,2016,Saturday,January,Ground4,960,15
23,2016,Monday,January,Ground4,700,13
24,2016,Tuesday,January,Ground4,545,9
25,2016,Friday,January,Ground4,470,9
26,2016,Saturday,January,Ground4,1255,17
27,2016,Saturday,January,Ground4,755,13
28,2016,Monday,January,Ground4,740,11
29,2016,Thursday,January,Ground4,745,13
30,2016,Thursday,January,Ground4,410,8
1,2016,Tuesday,February,Ground4,835,15
2,2016,Monday,February,Ground4,985,16
3,2016,Thursday,February,Ground4,1255,17
4,2016,Tuesday,February,Ground4,1220,18
5,2016,Tuesday,February,Ground4,1070,16
6,2016,Sunday,February,Ground4,1370,21
7,2016,Monday,February,Ground4,940,16
8,2016,Tuesday,February,Ground4,1165,18
9,2016,Sunday,February,Ground4,1340,19
10,2016,Saturday,February,Ground4,1275,21
11,2016,Thursday,February,Ground4,1165,18
12,2016,Tuesday,February,Ground4,1105,17
13,2016,Saturday,February,Ground4,1095,18
14,2016,Monday,February,Ground4,1290,21
15,2016,Sunday,February,Ground4,1315,21
16,2016,Saturday,February,Ground4,1295,20
17,2016,Tuesday,February,Ground4,970,14
18,2016,Thursday,February,Ground4,835,13
19,2016,Friday,February,Ground4,1070,16
20,2016,Sunday,February,Ground4,1475,21
21,2016,Monday,February,Ground4,1035,16
22,2016,Tuesday,February,Ground4,1140,18
23,2016,Sunday,February,Ground4,1045,16
24,2016,Thursday,February,Ground4,855,14
25,2016,Thursday,February,Ground4,1350,19
26,2016,Sunday,February,Ground4,1460,22
27,2016,Monday,February,Ground4,870,14
28,2016,Monday,February,Ground4,915,15
29,2016,Monday,February,Ground4,1030,17
30,2016,Friday,February,Ground4,1260,18
1,2016,Wednesday,March,Ground4,1120,17
2,2016,Friday,March,Ground4,1265,21
3,2016,Friday,March,Ground4,1145,18
4,2016,Saturday,March,Ground4,1285,20
5,2016,Friday,March,Ground4,990,16
6,2016,Sunday,March,Ground4,1220,18
7,2016,Monday,March,Ground4,1005,16
8,2016,Tuesday,March,Ground4,1235,16
9,2016,Wednesday,March,Ground4,1275,19
10,2016,Saturday,March,Ground4,1015,15
11,2016,Monday,March,Ground4,1355,20
12,2016,Friday,March,Ground4,1090,18
13,2016,Friday,March,Ground4,1305,19
14,2016,Monday,March,Ground4,1060,18
15,2016,Thursday,March,Ground4,925,15
16,2016,Monday,March,Ground4,1110,17
17,2016,Sunday,March,Ground4,1100,18
18,2016,Saturday,March,Ground4,1165,19
19,2016,Sunday,March,Ground4,1230,20
20,2016,Wednesday,March,Ground4,1180,16
21,2016,Monday,March,Ground4,1105,17
22,2016,Wednesday,March,Ground4,1175,18
23,2016,Sunday,March,Ground4,905,17
24,2016,Sunday,March,Ground4,1085,18
25,2016,Saturday,March,Ground4,1205,18
26,2016,Tuesday,March,Ground4,1070,17
27,2016,Saturday,March,Ground4,1260,19
28,2016,Monday,March,Ground4,1000,16
29,2016,Tuesday,March,Ground4,1265,17
30,2016,Friday,March,Ground4,820,15
1,2016,Thursday,April,Ground4,1590,26
2,2016,Tuesday,April,Ground4,1555,23
3,2016,Thursday,April,Ground4,2390,32
4,2016,Saturday,April,Ground4,1920,29
5,2016,Monday,April,Ground4,1585,25
6,2016,Friday,April,Ground4,2020,29
7,2016,Monday,April,Ground4,1295,21
8,2016,Sunday,April,Ground4,2120,32
9,2016,Sunday,April,Ground4,1970,27
10,2016,Tuesday,April,Ground4,1470,22
11,2016,Monday,April,Ground4,1700,26
12,2016,Sunday,April,Ground4,1880,30
13,2016,Sunday,April,Ground4,1795,27
14,2016,Monday,April,Ground4,1305,21
15,2016,Sunday,April,Ground4,2045,30
16,2016,Wednesday,April,Ground4,1575,25
17,2016,Wednesday,April,Ground4,2150,30
18,2016,Friday,April,Ground4,1965,31
19,2016,Thursday,April,Ground4,2080,29
20,2016,Monday,April,Ground4,1365,22
21,2016,Monday,April,Ground4,1680,25
22,2016,Thursday,April,Ground4,1500,25
23,2016,Sunday,April,Ground4,1630,25
24,2016,Wednesday,April,Ground4,1380,19
25,2016,Wednesday,April,Ground4,2280,30
26,2016,Saturday,April,Ground4,2085,31
27,2016,Saturday,April,Ground4,1625,25
28,2016,Monday,April,Ground4,1485,25
29,2016,Thursday,April,Ground4,1190,18
30,2016,Sunday,April,Ground4,2375,34
1,2016,Friday,May,Ground4,1345,20
2,2016,Thursday,May,Ground4,1485,22
3,2016,Monday,May,Ground4,1845,26
4,2016,Wednesday,May,Ground4,2040,28
5,2016,Wednesday,May,Ground4,1355,20
6,2016,Wednesday,May,Ground4,1230,18
7,2016,Monday,May,Ground4,1790,25
8,2016,Thursday,May,Ground4,1565,25
9,2016,Sunday,May,Ground4,1760,25
10,2016,Wednesday,May,Ground4,1400,23
11,2016,Friday,May,Ground4,2020,29
12,2016,Monday,May,Ground4,2105,31
13,2016,Saturday,May,Ground4,1700,26
14,2016,Monday,May,Ground4,1755,30
15,2016,Tuesday,May,Ground4,1935,31
16,2016,Friday,May,Ground4,1615,25
17,2016,Wednesday,May,Ground4,1475,21
18,2016,Thursday,May,Ground4,1770,26
19,2016,Sunday,May,Ground4,1270,24
20,2016,Saturday,May,Ground4,1710,27
21,2016,Monday,May,Ground4,1345,20
22,2016,Saturday,May,Ground4,1755,30
